Dancing In The Dark,standardsbkC.pdf,105,106
Dancing On The Ceiling,standardsbkC.pdf,107,108
Day In Day Out,standardsbkC.pdf,109,110
Days Of Wine And Roses,standardsbkC.pdf,111,111
Dedicated To You,standardsbkC.pdf,112,113
Deep Purple,standardsbkC.pdf,114,115
Dock Of The Bay (The),standardsbkC.pdf,116,117
Don't Be Blue,standardsbkC.pdf,118,119
Don't Worry 'Bout Me,standardsbkC.pdf,120,121
Doodlin',standardsbkC.pdf,122,124
Doxy,standardsbkC.pdf,125,126
Dream Dancing,standardsbkC.pdf,127,128
Dreamsville,standardsbkC.pdf,129,129
Easy To Love,standardsbkC.pdf,130,131
Embraceable You,standardsbkC.pdf,132,133
Everything Must Change,standardsbkC.pdf,134,135
Falling In Love With Love,standardsbkC.pdf,136,137
Fascinating Rhythm,standardsbkC.pdf,138,139
Felicidade (A),standardsbkC.pdf,140,141
Foggy Day (A),standardsbkC.pdf,142,143
Forest Flower,standardsbkC.pdf,144,145
From This Moment On,standardsbkC.pdf,146,147
Get Here,standardsbkC.pdf,148,149
Get Out Of Town,standardsbkC.pdf,150,151
Girl From Ipanema (The),standardsbkC.pdf,152,153
Give Me The Simple Life,standardsbkC.pdf,154,155
Good Bait,standardsbkC.pdf,156,157
Good Life (The),standardsbkC.pdf,158,159
Have You Met Miss Jones?,standardsbkC.pdf,160,161
He Was Too Good To Me,standardsbkC.pdf,162,163
Hello,standardsbkC.pdf,164,165
Hey There,standardsbkC.pdf,166,167
Hot House,standardsbkC.pdf,168,168
House Is Not A Home (A),standardsbkC.pdf,169,170
How Do You Keep The Music Playing?,standardsbkC.pdf,171,172
How Insensitive,standardsbkC.pdf,173,174
How Little We Know,standardsbkC.pdf,175,175
How Long Has This Been Going On?,standardsbkC.pdf,176,177
I Can't Get Started,standardsbkC.pdf,178,179
I Concentrate On You,standardsbkC.pdf,180,181
I Could Write A Book,standardsbkC.pdf,182,183
I Cover The Waterfront,standardsbkC.pdf,184,185
I Didn't Know About You,standardsbkC.pdf,186,187
I Didn't Know What Time It Was,standardsbkC.pdf,188,189
I Get A Kick Out Of You,standardsbkC.pdf,190,191
I Got Rhythm,standardsbkC.pdf,192,193
I Gotta Right To Sing The Blues,standardsbkC.pdf,194,195
I Guess I'll Have To Change My Plan,standardsbkC.pdf,196,197
I Had The Craziest Dream,standardsbkC.pdf,198,199
I Have The Feeling I've Been Here Before,standardsbkC.pdf,200,201
I Love Paris,standardsbkC.pdf,202,203
I Love You,standardsbkC.pdf,204,205
I Loves You Porgy,standardsbkC.pdf,206,207
I May Be Wrong,standardsbkC.pdf,208,209
I Only Have Eyes For You,standardsbkC.pdf,210,211
I Say A Little Prayer For You,standardsbkC.pdf,212,213
I Want To Be Happy,standardsbkC.pdf,214,215
I Was Doing All Right,standardsbkC.pdf,216,217
I Will Be Here For You,standardsbkC.pdf,218,221
I Will Wait For You,standardsbkC.pdf,222,223
I Wish I Knew,standardsbkC.pdf,224,225
I Wish I Were In Love Again,standardsbkC.pdf,226,227
If There Is Someone Lovelier Than You,standardsbkC.pdf,228,229
I'm A Fool To Want You,standardsbkC.pdf,230,231
I'm Gonna Laugh You Right Out Of My Life,standardsbkC.pdf,232,233
In The Days Of Our Love,standardsbkC.pdf,234,234
In The Midnight Hour,standardsbkC.pdf,235,236
Indian Summer,standardsbkC.pdf,237,237
Isn't It A Pity,standardsbkC.pdf,238,239
It Ain't Necessarily So,standardsbkC.pdf,240,241
It Had To Be You,standardsbkC.pdf,242,243
It Never Entered My Mind,standardsbkC.pdf,244,245
It Was A Very Good Year,standardsbkC.pdf,246,246
It's All Right With Me,standardsbkC.pdf,247,248
It's De-Lovely,standardsbkC.pdf,249,250
It's Magic,standardsbkC.pdf,251,252
It's You Or No One,standardsbkC.pdf,253,254
I've Got A Crush On You,standardsbkC.pdf,255,256
I've Got You Under My Skin,standardsbkC.pdf,257,258
Johnny One Note,standardsbkC.pdf,259,260
Just One Of Those Things,standardsbkC.pdf,261,262
Lady Is A Tramp (The),standardsbkC.pdf,263,264
Lester Leaps In,standardsbkC.pdf,265,265
Let's Call The Whole Thing Off,standardsbkC.pdf,266,267
Let's Do It (Let's Fall In Love),standardsbkC.pdf,268,269
Li'l Darlin',standardsbkC.pdf,270,271
Lot Of Living To Do (A),standardsbkC.pdf,272,273
Love For Sale,standardsbkC.pdf,274,275
Love Is A Many Splendored Thing,standardsbkC.pdf,276,277
Love Me Or Leave Me,standardsbkC.pdf,278,279
Love Speaks Louder Than Words,standardsbkC.pdf,280,283
Love Walked In,standardsbkC.pdf,284,285
Lover Come Back To Me,standardsbkC.pdf,286,287
Lucky To Be Me,standardsbkC.pdf,288,289
Lullaby Of Broadway,standardsbkC.pdf,290,291
Man I Love (The),standardsbkC.pdf,292,293
Man That Got Away (The),standardsbkC.pdf,294,295
Meditation,standardsbkC.pdf,296,297
Minute By Minute,standardsbkC.pdf,298,301
Miss Otis Regrets (She's Unable To Lunch Today),standardsbkC.pdf,302,303
Moondance,standardsbkC.pdf,304,305
More I See You (The),standardsbkC.pdf,306,307
Mountain Greenery,standardsbkC.pdf,308,309
Mr. Lucky,standardsbkC.pdf,310,310
My Funny Valentine,standardsbkC.pdf,311,312
My Heart Stood Still,standardsbkC.pdf,313,314
My Man's Gone Now,standardsbkC.pdf,315,316
Nancy (With The Laughing Face),standardsbkC.pdf,317,318
Nice Work If You Can Get It,standardsbkC.pdf,319,320
Night And Day,standardsbkC.pdf,321,322
Not Like This,standardsbkC.pdf,323,323
Of Thee I Sing,standardsbkC.pdf,324,325
Oh Lady Be Good,standardsbkC.pdf,326,327
Old Country (The),standardsbkC.pdf,328,328
Old Folks,standardsbkC.pdf,329,330
On A Clear Day,standardsbkC.pdf,331,332
On A Misty Night,standardsbkC.pdf,333,334
One Hundred Ways,standardsbkC.pdf,335,336
Our Delight,standardsbkC.pdf,337,338
(Our) Love Is Here To Stay,standardsbkC.pdf,339,340
People Make The World Go 'Round,standardsbkC.pdf,341,342
Piano In The Dark,standardsbkC.pdf,343,346
Pick Up The Pieces,standardsbkC.pdf,347,350
Please Don't Talk About Me When I'm Gone,standardsbkC.pdf,351,352
Put On A Happy Face,standardsbkC.pdf,353,353
Real Love,standardsbkC.pdf,354,357
Red Clay,standardsbkC.pdf,358,359
Rockin' In Rhythm,standardsbkC.pdf,360,361
'Round Midnight,standardsbkC.pdf,362,363
'S Wonderful,standardsbkC.pdf,364,365
Sabia,standardsbkC.pdf,366,367
Saving All My Love For You,standardsbkC.pdf,368,369
Secret Love,standardsbkC.pdf,370,371
September In The Rain,standardsbkC.pdf,372,373
Serenade In Blue,standardsbkC.pdf,374,375
Shiny Stockings,standardsbkC.pdf,376,377
Since I Fell For You,standardsbkC.pdf,378,379
Slow Hot Wind,standardsbkC.pdf,380,380
So In Love,standardsbkC.pdf,381,382
So Nice (Summer Samba),standardsbkC.pdf,383,384
Softly As In A Morning Sunrise,standardsbkC.pdf,385,386
Some Other Time,standardsbkC.pdf,387,388
Somebody Loves Me,standardsbkC.pdf,389,390
Someone To Watch Over Me,standardsbkC.pdf,391,392
Something To Talk About,standardsbkC.pdf,393,396
Sometimes I'm Happy,standardsbkC.pdf,397,398
Song For You (A),standardsbkC.pdf,399,400
Soon,standardsbkC.pdf,401,402
Soul Man,standardsbkC.pdf,403,404
Stormy Weather,standardsbkC.pdf,405,406
Strike Up The Band,standardsbkC.pdf,407,408
Stuck On You,standardsbkC.pdf,409,410
Suite: Judy Blue Eyes,standardsbkC.pdf,411,414
Summer Knows (The),standardsbkC.pdf,415,416
Summer Night,standardsbkC.pdf,417,418
Summertime,standardsbkC.pdf,419,420
Sunny,standardsbkC.pdf,421,421
Sure Enough,standardsbkC.pdf,422,425
Sweet Georgia Brown,standardsbkC.pdf,426,427
Take Five,standardsbkC.pdf,428,429
Takin' It To The Streets,standardsbkC.pdf,430,431
Tea For Two,standardsbkC.pdf,432,433
Teach Me Tonight,standardsbkC.pdf,434,435
That Certain Feeling,standardsbkC.pdf,436,437
That Sunday (That Summer),standardsbkC.pdf,438,439
That's What Friends Are For,standardsbkC.pdf,440,441
Then I'll Be Tired Of You,standardsbkC.pdf,442,443
There's A Small Hotel,standardsbkC.pdf,444,445
There's No You,standardsbkC.pdf,446,447
They All Laughed,standardsbkC.pdf,448,449
They Can't Take That Away From Me,standardsbkC.pdf,450,451
This Heart Of Mine,standardsbkC.pdf,452,453
This Is Always,standardsbkC.pdf,454,455
Those Eyes,standardsbkC.pdf,456,457
Thou Swell,standardsbkC.pdf,458,459
Through The Fire,standardsbkC.pdf,460,463
Time After Time,standardsbkC.pdf,464,465
Time For Love (A),standardsbkC.pdf,466,467
Time On My Hands,standardsbkC.pdf,468,469
'Tis Autumn,standardsbkC.pdf,470,471
Tokyo Blues,standardsbkC.pdf,472,473
Too Marvelous For Words,standardsbkC.pdf,474,475
Too Much Sake,standardsbkC.pdf,476,478
Trouble Is A Man,standardsbkC.pdf,479,479
Twilight World,standardsbkC.pdf,480,481
Two For The Road,standardsbkC.pdf,482,483
Underdog (The),standardsbkC.pdf, 484,485
Until It's Time For You To Go,standardsbkC.pdf,486,487
Until The Real Thing Comes Along,standardsbkC.pdf,488,489
Valdez In The Country,standardsbkC.pdf,490,491
Walk On By,standardsbkC.pdf,492,492
Walkin',standardsbkC.pdf,493,494
We're In This Love Together,standardsbkC.pdf,495,498
What A Fool Believes,standardsbkC.pdf,499,504
What Am I Here For?,standardsbkC.pdf,505,505
What Is This Thing Called Love?,standardsbkC.pdf,506,507
What The World Needs Now Is Love,standardsbkC.pdf,508,509
Wheelers And Dealers,standardsbkC.pdf,510,511
When A Man Loves A Woman,standardsbkC.pdf,512,513
When The World Was Young,standardsbkC.pdf,514,515
When Your Lover Has Gone,standardsbkC.pdf,516,517
Where Or When,standardsbkC.pdf,518,519
Who Cares?,standardsbkC.pdf,520,521
Why Try To Change Me Now?,standardsbkC.pdf,522,523
With A Song In My Heart,standardsbkC.pdf,524,525
You And The Night And The Music,standardsbkC.pdf,526,527
You Are There,standardsbkC.pdf,528,529
You Are Too Beautiful,standardsbkC.pdf,530,531
You Do Something To Me,standardsbkC.pdf,532,533
You Go To My Head,standardsbkC.pdf,534,535
You Make Me Feel Brand New,standardsbkC.pdf,536,537
You Make Me Feel So Young,standardsbkC.pdf,538,539
You Taught My Heart To Sing,standardsbkC.pdf,540,541
You Took Advantage Of Me,standardsbkC.pdf,542,543
You'd Be So Nice To Come Home To,standardsbkC.pdf,544,545
You'll Never Know,standardsbkC.pdf,546,547
You're The Top,standardsbkC.pdf,548,549
Yours Is My Heart Alone,standardsbkC.pdf,550,550
